strDrink,idDrink,strCategory,strAlcoholic,strInstructions,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15
Gentleman's Club,11396,Ordinary Drink,Alcoholic,"In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well.",Gin,Brandy,Sweet Vermouth,Club soda,,,,,,,,,,,,1 1/2 oz ,1 oz ,1 oz ,1 oz ,,,,,,,,,,,
Gentleman's Club,11396,Ordinary Drink,Alcoholic,"In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well.",Gin,Brandy,Sweet Vermouth,Club soda,,,,,,,,,,,,1 1/2 oz ,1 oz ,1 oz ,1 oz ,,,,,,,,,,,
Gentleman's Club,11396,Ordinary Drink,Alcoholic,"In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well.",Gin,Brandy,Sweet Vermouth,Club soda,,,,,,,,,,,,1 1/2 oz ,1 oz ,1 oz ,1 oz ,,,,,,,,,,,
Gimlet,17255,Cocktail,Alcoholic,"Add all the ingredients to a shaker and fill with ice.

Shake, and strain into a chilled cocktail glass or an Old Fashioned glass filled with fresh ice.

Garnish with a lime wheel.",Gin,Lime Juice,Sugar Syrup,Lime,,,,,,,,,,,,2 1/2 oz,1/2 oz,1/2 oz,1,,,,,,,,,,,
Gin And Tonic,11403,Ordinary Drink,Alcoholic,Pour the gin and the tonic water into a highball glass almost filled with ice cubes. Stir well. Garnish with the lime wedge.,Gin,Tonic water,Lime,,,,,,,,,,,,,2 oz ,5 oz ,1 ,,,,,,,,,,,,
Gin Basil Smash,178314,Cocktail,Alcoholic,"Muddle Basil leaves (~ 10) with Suggar Syrup in a shaker. Add Gin an Lemon Juice.
Filter and serve in a tumbler with ice",Gin,Lemon Juice,Sugar Syrup,Basil,,,,,,,,,,,,6 cl,2 cl,2 cl,Whole,,,,,,,,,,,
Gin Cooler,11407,Ordinary Drink,Alcoholic,Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice and add gin. Fill with carbonated water and stir. Add the lemon peel and the orange spiral so that the end of the orange spiral dangles over rim of glass.,Gin,Carbonated water,Powdered sugar,Orange spiral,Lemon peel,,,,,,,,,,,2 oz ,,,,,,,,,,,,,,
Gin Daisy,11408,Ordinary Drink,Alcoholic,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, sugar, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the cherry and the orange slice.",Gin,Lemon juice,Sugar,Grenadine,Maraschino cherry,Orange,,,,,,,,,,2 oz ,1 oz ,1/2 tsp superfine ,1/2 tsp ,1 ,1 ,,,,,,,,,
Gin Fizz,11410,Ordinary Drink,Alcoholic,"Shake all ingredients with ice cubes, except soda water. Pour into glass. Top with soda water.",Gin,Lemon,Powdered sugar,Carbonated water,,,,,,,,,,,,2 oz ,Juice of 1/2 ,1 tsp ,,,,,,,,,,,,
Gin Rickey,17230,Cocktail,Alcoholic,Half-fill a tall glass with ice. Mix the gin and Grenadine together and pour over the ice. Add the lime or lemon juice and top off with soda water. Decorate the glass with lime and/or lemon slices.,Gin,Grenadine,lemon,Soda Water,Lime,,,,,,,,,,,2 oz ,1 tsp ,Juice of 1/2 ,Top up with,Garnish,,,,,,,,,,
Gin Sling,11415,Ordinary Drink,Alcoholic,Dissolve powdered sugar in mixture of water and juice of lemon. Add gin. Pour into an old-fashioned glass over ice cubes and stir. Add the twist of orange peel and serve.,Gin,Lemon,Powdered sugar,Water,Orange peel,,,,,,,,,,,2 oz ,Juice of 1/2 ,1 tsp ,1 tsp ,Twist of ,,,,,,,,,,
Gin Smash,11416,Ordinary Drink,Alcoholic,"Muddle sugar with carbonated water and mint sprigs in an old-fashioned glass. Add gin and 1 ice cube. Stir, add the orange slice and the cherry, and serve.",Gin,Carbonated water,Sugar,Mint,Orange,Cherry,,,,,,,,,,2 oz ,1 oz ,1 cube ,4 ,1 slice ,1 ,,,,,,,,,
Gin Sour,11417,Ordinary Drink,Alcoholic,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.",Gin,Lemon juice,Sugar,Orange,Maraschino cherry,,,,,,,,,,,2 oz ,1 oz ,1/2 tsp superfine ,1 ,1 ,,,,,,,,,,
Gin Squirt,11418,Ordinary Drink,Alcoholic,"Stir gin, grenadine, and powdered sugar with ice and strain into a highball glass over ice cubes. Fill with carbonated water and stir. Decorate with the pineapple chunks and the strawberries and serve.",Gin,Grenadine,Powdered sugar,Pineapple,Strawberries,Carbonated water,,,,,,,,,,1 1/2 oz ,1 tsp ,1 tblsp ,3 chunks,2 ,,,,,,,,,,
Gin Swizzle,11419,Ordinary Drink,Alcoholic,"In a shaker half-filled with ice cubes, combine the lime juice, sugar, gin, and bitters. Shake well. Almost fill a colling glass with ice cubes. Stir until the glass is frosted. Strain the mixture in the shaker into the glass and add the club soda.",Lime juice,Sugar,Gin,Bitters,Club soda,,,,,,,,,,,1 1/2 oz ,1 tsp superfine ,2 oz ,1 dash ,3 oz ,,,,,,,,,,
Gin Toddy,11420,Ordinary Drink,Alcoholic,"Mix powdered sugar and water in an old-fashioned glass. Add gin and one ice cube. Stir, add the twist of lemon peel, and serve.",Gin,Water,Powdered sugar,Lemon peel,,,,,,,,,,,,2 oz ,2 tsp ,1/2 tsp ,1 twist of ,,,,,,,,,,,
Grass Skirt,11433,Ordinary Drink,Alcoholic,"In a shaker half-filled with ice cubes, combine the gin, triple sec, pineapple juice, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the pineapple slice.",Gin,Triple sec,Pineapple juice,Grenadine,Pineapple,,,,,,,,,,,1 1/2 oz ,1 oz ,1 oz ,1/2 tsp ,1 ,,,,,,,,,,
Hawaiian Cocktail,11472,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Gin,Triple sec,Pineapple juice,,,,,,,,,,,,,2 oz ,1/2 oz ,1 tblsp ,,,,,,,,,,,,
Imperial Cocktail,12706,Cocktail,Alcoholic,Shake with ice and strain into cocktail glass.,Lime juice,Gin,Aperol,,,,,,,,,,,,,4 cl ,2 cl ,4 cl ,,,,,,,,,,,,
Jewel Of The Nile,11566,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Gin,Green Chartreuse,Yellow Chartreuse,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,,,,,,,,,,,,
Lady Love Fizz,11634,Ordinary Drink,Alcoholic,"Shake all ingredients (except carbonated water) with ice and strain into a cocktail glass over two ice cubes. Fill with carbonated water, stir, and serve.",Gin,Light cream,Powdered sugar,Lemon,Egg white,Carbonated water,,,,,,,,,,2 oz ,2 tsp ,1 tsp ,Juice of 1/2,1 ,,,,,,,,,,
London Town,11662,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Gin,Maraschino liqueur,Orange bitters,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,2 dashes ,,,,,,,,,,,,
Lone Tree Cocktail,11664,Ordinary Drink,Alcoholic,"Stir ingredients with ice, strain into a cocktail glass, and serve.",Sweet Vermouth,Gin,,,,,,,,,,,,,,3/4 oz ,1 1/2 oz ,,,,,,,,,,,,,
Lone Tree Cocktail,11664,Ordinary Drink,Alcoholic,"Stir ingredients with ice, strain into a cocktail glass, and serve.",Sweet Vermouth,Gin,,,,,,,,,,,,,,3/4 oz ,1 1/2 oz ,,,,,,,,,,,,,
Lone Tree Cocktail,11664,Ordinary Drink,Alcoholic,"Stir ingredients with ice, strain into a cocktail glass, and serve.",Sweet Vermouth,Gin,,,,,,,,,,,,,,3/4 oz ,1 1/2 oz ,,,,,,,,,,,,,
Lone Tree Cocktail,11664,Ordinary Drink,Alcoholic,"Stir ingredients with ice, strain into a cocktail glass, and serve.",Sweet Vermouth,Gin,,,,,,,,,,,,,,3/4 oz ,1 1/2 oz ,,,,,,,,,,,,,
Lone Tree Cooler,11666,Ordinary Drink,Alcoholic,"Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice, add gin and vermouth, and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass.",Carbonated water,Gin,Dry Vermouth,Powdered sugar,Orange spiral,Lemon peel,,,,,,,,,,,,,,,,,,,,,,,,
Lone Tree Cooler,11666,Ordinary Drink,Alcoholic,"Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice, add gin and vermouth, and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass.",Carbonated water,Gin,Dry Vermouth,Powdered sugar,Orange spiral,Lemon peel,,,,,,,,,,,,,,,,,,,,,,,,
Lone Tree Cooler,11666,Ordinary Drink,Alcoholic,"Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice, add gin and vermouth, and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass.",Carbonated water,Gin,Dry Vermouth,Powdered sugar,Orange spiral,Lemon peel,,,,,,,,,,,,,,,,,,,,,,,,
Lone Tree Cooler,11666,Ordinary Drink,Alcoholic,"Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice, add gin and vermouth, and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass.",Carbonated water,Gin,Dry Vermouth,Powdered sugar,Orange spiral,Lemon peel,,,,,,,,,,,,,,,,,,,,,,,,
Martinez 2,17256,Cocktail,Alcoholic,"Add all ingredients to a mixing glass and fill with ice.

Stir until chilled, and strain into a chilled coupe glass.",Gin,Sweet Vermouth,Maraschino Liqueur,Angostura Bitters,,,,,,,,,,,,1 1/2 oz,1 1/2 oz,1 tsp,2 dashes,,,,,,,,,,,
Martinez 2,17256,Cocktail,Alcoholic,"Add all ingredients to a mixing glass and fill with ice.

Stir until chilled, and strain into a chilled coupe glass.",Gin,Sweet Vermouth,Maraschino Liqueur,Angostura Bitters,,,,,,,,,,,,1 1/2 oz,1 1/2 oz,1 tsp,2 dashes,,,,,,,,,,,
Martinez 2,17256,Cocktail,Alcoholic,"Add all ingredients to a mixing glass and fill with ice.

Stir until chilled, and strain into a chilled coupe glass.",Gin,Sweet Vermouth,Maraschino Liqueur,Angostura Bitters,,,,,,,,,,,,1 1/2 oz,1 1/2 oz,1 tsp,2 dashes,,,,,,,,,,,
Martinez 2,17256,Cocktail,Alcoholic,"Add all ingredients to a mixing glass and fill with ice.

Stir until chilled, and strain into a chilled coupe glass.",Gin,Sweet Vermouth,Maraschino Liqueur,Angostura Bitters,,,,,,,,,,,,1 1/2 oz,1 1/2 oz,1 tsp,2 dashes,,,,,,,,,,,
Martinez Cocktail,11720,Cocktail,Alcoholic,Stir all ingredients (except cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.,Gin,Dry Vermouth,Triple sec,Orange bitters,Cherry,,,,,,,,,,,1 oz ,1 oz ,1/4 tsp ,1 dash ,1 ,,,,,,,,,,
Martinez Cocktail,11720,Cocktail,Alcoholic,Stir all ingredients (except cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.,Gin,Dry Vermouth,Triple sec,Orange bitters,Cherry,,,,,,,,,,,1 oz ,1 oz ,1/4 tsp ,1 dash ,1 ,,,,,,,,,,
Martinez Cocktail,11720,Cocktail,Alcoholic,Stir all ingredients (except cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.,Gin,Dry Vermouth,Triple sec,Orange bitters,Cherry,,,,,,,,,,,1 oz ,1 oz ,1/4 tsp ,1 dash ,1 ,,,,,,,,,,
Martinez Cocktail,11720,Cocktail,Alcoholic,Stir all ingredients (except cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.,Gin,Dry Vermouth,Triple sec,Orange bitters,Cherry,,,,,,,,,,,1 oz ,1 oz ,1/4 tsp ,1 dash ,1 ,,,,,,,,,,
Martini,11728,Cocktail,Alcoholic,"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",Gin,Dry Vermouth,Olive,,,,,,,,,,,,,1 2/3 oz ,1/3 oz ,1 ,,,,,,,,,,,,
Martini,11728,Cocktail,Alcoholic,"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",Gin,Dry Vermouth,Olive,,,,,,,,,,,,,1 2/3 oz ,1/3 oz ,1 ,,,,,,,,,,,,
Martini,11728,Cocktail,Alcoholic,"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",Gin,Dry Vermouth,Olive,,,,,,,,,,,,,1 2/3 oz ,1/3 oz ,1 ,,,,,,,,,,,,
Martini,11728,Cocktail,Alcoholic,"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",Gin,Dry Vermouth,Olive,,,,,,,,,,,,,1 2/3 oz ,1/3 oz ,1 ,,,,,,,,,,,,
Monkey Gland,17189,Ordinary Drink,Alcoholic,"Shake well over ice cubes in a shaker, strain into a chilled cocktail glass.",Gin,Benedictine,Orange juice,Grenadine,,,,,,,,,,,,2 oz ,1 tsp ,1/2 oz ,1 tsp ,,,,,,,,,,,
Munich Mule,178315,Cocktail,Alcoholic,"Fill glass with ice
Pour Gin and Lime Juice
Fill glass with Ginger Beer
Garnish with Cucumer and Lime slice",Gin,Lime Juice,Ginger Beer,Cucumber,lemon,,,,,,,,,,,5 cl,2 cl,10 cl,Chopped,Chopped,,,,,,,,,,
Negroni,11003,Ordinary Drink,Alcoholic,"Stir into glass over ice, garnish and serve.",Gin,Campari,Sweet Vermouth,,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,,,,,,,,,,,,
Negroni,11003,Ordinary Drink,Alcoholic,"Stir into glass over ice, garnish and serve.",Gin,Campari,Sweet Vermouth,,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,,,,,,,,,,,,
Negroni,11003,Ordinary Drink,Alcoholic,"Stir into glass over ice, garnish and serve.",Gin,Campari,Sweet Vermouth,,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,,,,,,,,,,,,
Negroni,11003,Ordinary Drink,Alcoholic,"Stir into glass over ice, garnish and serve.",Gin,Campari,Sweet Vermouth,,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,,,,,,,,,,,,
Orange Oasis,11870,Ordinary Drink,Alcoholic,"Shake brandy, gin, and orange juice with ice and strain into a highball glass over ice cubes. Fill with ginger ale, stir, and serve.",Cherry brandy,Gin,Orange juice,Ginger ale,,,,,,,,,,,,1/2 oz ,1 1/2 oz ,4 oz ,,,,,,,,,,,,
Paradise,17190,Ordinary Drink,Alcoholic,Shake together over ice. Strain into cocktail glass and serve chilled.,Gin,Apricot Brandy,Orange Juice,,,,,,,,,,,,,7 parts,4 parts,3 parts ,,,,,,,,,,,,
Pegu Club,17249,Cocktail,Alcoholic,"Shake, strain, up, cocktail glass",Gin,Orange Curacao,Lime Juice,Angostura Bitters,Orange Bitters,,,,,,,,,,,1 1/2 oz,3/4 oz,3/4 oz,1 dash,1 dash,,,,,,,,,,
Pink Gin,11936,Ordinary Drink,Alcoholic,"Pour the bitters into a wine glass. Swirl the glass to coat the inside with the bitters, shake out the excess. Pour the gin into the glass. Do not add ice.",Bitters,Gin,,,,,,,,,,,,,,3 dashes ,2 oz ,,,,,,,,,,,,,
Pink Lady,11938,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Gin,Grenadine,Light cream,Egg white,,,,,,,,,,,,1 1/2 oz ,1 tsp ,1 tsp ,1 ,,,,,,,,,,,
Poppy Cocktail,11959,Ordinary Drink,Alcoholic,"Shake ingredients with ice, strain into a cocktail glass, and serve.",Gin,Creme de Cacao,,,,,,,,,,,,,,1 1/2 oz ,3/4 oz white ,,,,,,,,,,,,,
Queen Elizabeth,11991,Ordinary Drink,Alcoholic,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",Dry Vermouth,Gin,Benedictine,,,,,,,,,,,,,1/2 oz ,1 1/2 oz ,1 1/2 tsp ,,,,,,,,,,,,
Queen Elizabeth,11991,Ordinary Drink,Alcoholic,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",Dry Vermouth,Gin,Benedictine,,,,,,,,,,,,,1/2 oz ,1 1/2 oz ,1 1/2 tsp ,,,,,,,,,,,,
Queen Elizabeth,11991,Ordinary Drink,Alcoholic,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",Dry Vermouth,Gin,Benedictine,,,,,,,,,,,,,1/2 oz ,1 1/2 oz ,1 1/2 tsp ,,,,,,,,,,,,
Queen Elizabeth,11991,Ordinary Drink,Alcoholic,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",Dry Vermouth,Gin,Benedictine,,,,,,,,,,,,,1/2 oz ,1 1/2 oz ,1 1/2 tsp ,,,,,,,,,,,,
Rose,17208,Ordinary Drink,Alcoholic,"Shake together in a cocktail shaker, then strain into chilled glass. Garnish and serve.",Dry Vermouth,Gin,Apricot brandy,Lemon juice,Grenadine,Powdered sugar,,,,,,,,,,1/2 oz ,1 oz ,1/2 oz ,1/2 tsp ,1 tsp ,,,,,,,,,,
Rose,17208,Ordinary Drink,Alcoholic,"Shake together in a cocktail shaker, then strain into chilled glass. Garnish and serve.",Dry Vermouth,Gin,Apricot brandy,Lemon juice,Grenadine,Powdered sugar,,,,,,,,,,1/2 oz ,1 oz ,1/2 oz ,1/2 tsp ,1 tsp ,,,,,,,,,,
Rose,17208,Ordinary Drink,Alcoholic,"Shake together in a cocktail shaker, then strain into chilled glass. Garnish and serve.",Dry Vermouth,Gin,Apricot brandy,Lemon juice,Grenadine,Powdered sugar,,,,,,,,,,1/2 oz ,1 oz ,1/2 oz ,1/2 tsp ,1 tsp ,,,,,,,,,,
Rose,17208,Ordinary Drink,Alcoholic,"Shake together in a cocktail shaker, then strain into chilled glass. Garnish and serve.",Dry Vermouth,Gin,Apricot brandy,Lemon juice,Grenadine,Powdered sugar,,,,,,,,,,1/2 oz ,1 oz ,1/2 oz ,1/2 tsp ,1 tsp ,,,,,,,,,,
Rosemary Blue,17245,Cocktail,Alcoholic,"1) Add the Bombay Sapphire, Blue Curacao, rosemary sprig and gently squeezed lemon wedge to a balloon glass. Swirl well to combine.
2) Fill with cubed ice and top with the Fever-Tree Light Tonic Water.
3) Gently fold with a bar spoon to mix.",Gin,Blue Curacao,Tonic Water,Rosemary,,,,,,,,,,,,50 ml,15 ml,100 ml,Garnish with,,,,,,,,,,,
Royal Fizz,12055,Ordinary Drink,Alcoholic,Shake all ingredients (except cola) with ice and strain into a chilled collins glass. Fill with cola and serve.,Gin,Sweet and sour,Egg,Coca-Cola,,,,,,,,,,,,1 oz ,2 oz ,1 whole ,,,,,,,,,,,,
Royal Gin Fizz,12057,Ordinary Drink,Alcoholic,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",Gin,Lemon,Powdered sugar,Egg,Carbonated water,,,,,,,,,,,2 oz ,Juice of 1/2 ,1 tsp ,1 whole ,,,,,,,,,,,
Ruby Tuesday,17114,Cocktail,Alcoholic,Pour gin and cranberry into a highball filled with ice cubes. Add grenadine and stir.,Gin,Cranberry juice,Grenadine,,,,,,,,,,,,,2 oz ,5 oz ,2 splashes ,,,,,,,,,,,,
Salted Toffee Martini,17233,Cocktail,Alcoholic,"Add ice, toffee gin, chocolate liqueur and Amaretto to a cocktail shaker and shake vigorously. 
Pour the chocolate syrup into a saucer and dip the top of a martini glass into the sauce. Grate some of the Willie\'s sea salt chocolate into another saucer and dip the coated glass, so the flakes stick to the sauce, creating a chocolate rim!
Pour the contents of the shaker into your chocolatey glass and sprinkle with more grated chocolate - enjoy!  ",Gin,Chocolate liqueur,Amaretto,Chocolate Sauce,Salted Chocolate,,,,,,,,,,,50 ml ,30 ml ,15 ml,Garnish,Grated,,,,,,,,,,
Salty Dog,12107,Ordinary Drink,Alcoholic,"Pour all ingredients over ice cubes in a highball glass. Stir well and serve. (Vodka may be substituted for gin, if preferred.)",Grapefruit juice,Gin,Salt,,,,,,,,,,,,,5 oz ,1 1/2 oz ,1/4 tsp ,,,,,,,,,,,,
Singapore Sling,12214,Ordinary Drink,Alcoholic,Pour all ingredients into cocktail shaker filled with ice cubes. Shake well. Strain into highball glass. Garnish with pineapple and cocktail cherry.,Cherry brandy,Grenadine,Gin,Sweet and sour,Carbonated water,Cherry,,,,,,,,,,1/2 oz ,1/2 oz ,1 oz ,2 oz ,,,,,,,,,,,
Surf City Lifesaver,12760,Ordinary Drink,Alcoholic,Lots of ice and soda top up in tall glass with cherry and a grin.,Ouzo,Baileys irish cream,Gin,Grand Marnier,,,,,,,,,,,,1 part ,1 part ,2 parts ,1/2 part ,,,,,,,,,,,
The Laverstoke,17824,Cocktail,Alcoholic,"1) Squeeze two lime wedges into a balloon glass then add the cordial, Bombay Sapphire and MARTINI Rosso Vermouth, swirl to mix.

2) Fully fill the glass with cubed ice and stir to chill.

3) Top with Fever-Tree Ginger Ale and gently stir again to combine.

4) Garnish with a snapped ginger slice and an awoken mint sprig.",Gin,Elderflower cordial,Rosso Vermouth,Tonic Water,Lime,Ginger,Mint,,,,,,,,,50 ml,15 ml,15 ml,75 ml,2 Wedges,1 Slice,1 Large Sprig,,,,,,,,
Tom Collins,12402,Ordinary Drink,Alcoholic,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice.",Gin,Lemon juice,Sugar,Club soda,Maraschino cherry,Orange,,,,,,,,,,2 oz ,1 oz ,1 tsp superfine ,3 oz ,1 ,1 ,,,,,,,,,
Turf Cocktail,12418,Ordinary Drink,Alcoholic,Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.,Dry Vermouth,Gin,Anis,Bitters,Orange peel,,,,,,,,,,,1 oz ,1 oz ,1/4 tsp ,2 dashes ,Twist of ,,,,,,,,,,
Turf Cocktail,12418,Ordinary Drink,Alcoholic,Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.,Dry Vermouth,Gin,Anis,Bitters,Orange peel,,,,,,,,,,,1 oz ,1 oz ,1/4 tsp ,2 dashes ,Twist of ,,,,,,,,,,
Turf Cocktail,12418,Ordinary Drink,Alcoholic,Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.,Dry Vermouth,Gin,Anis,Bitters,Orange peel,,,,,,,,,,,1 oz ,1 oz ,1/4 tsp ,2 dashes ,Twist of ,,,,,,,,,,
Turf Cocktail,12418,Ordinary Drink,Alcoholic,Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.,Dry Vermouth,Gin,Anis,Bitters,Orange peel,,,,,,,,,,,1 oz ,1 oz ,1/4 tsp ,2 dashes ,Twist of ,,,,,,,,,,
Tuxedo Cocktail,12420,Ordinary Drink,Alcoholic,Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.,Dry Vermouth,Gin,Maraschino liqueur,Anis,Orange bitters,Cherry,,,,,,,,,,1 1/2 oz ,1 1/2 oz ,1/4 tsp ,1/4 tsp ,2 dashes ,1 ,,,,,,,,,
Tuxedo Cocktail,12420,Ordinary Drink,Alcoholic,Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.,Dry Vermouth,Gin,Maraschino liqueur,Anis,Orange bitters,Cherry,,,,,,,,,,1 1/2 oz ,1 1/2 oz ,1/4 tsp ,1/4 tsp ,2 dashes ,1 ,,,,,,,,,
Tuxedo Cocktail,12420,Ordinary Drink,Alcoholic,Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.,Dry Vermouth,Gin,Maraschino liqueur,Anis,Orange bitters,Cherry,,,,,,,,,,1 1/2 oz ,1 1/2 oz ,1/4 tsp ,1/4 tsp ,2 dashes ,1 ,,,,,,,,,
Tuxedo Cocktail,12420,Ordinary Drink,Alcoholic,Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.,Dry Vermouth,Gin,Maraschino liqueur,Anis,Orange bitters,Cherry,,,,,,,,,,1 1/2 oz ,1 1/2 oz ,1/4 tsp ,1/4 tsp ,2 dashes ,1 ,,,,,,,,,
Victor,12450,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Gin,Sweet Vermouth,Brandy,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,,,,,,,,,,,,
Victor,12450,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Gin,Sweet Vermouth,Brandy,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,,,,,,,,,,,,
Victor,12450,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Gin,Sweet Vermouth,Brandy,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,,,,,,,,,,,,
Victor,12450,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Gin,Sweet Vermouth,Brandy,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,,,,,,,,,,,,
Victor,12450,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Gin,Sweet Vermouth,Brandy,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,,,,,,,,,,,,
Victor,12450,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Gin,Sweet Vermouth,Brandy,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,,,,,,,,,,,,
Victor,12450,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Gin,Sweet Vermouth,Brandy,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,,,,,,,,,,,,
Victor,12450,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Gin,Sweet Vermouth,Brandy,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,,,,,,,,,,,,
Victor,12450,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Gin,Sweet Vermouth,Brandy,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,,,,,,,,,,,,
Waikiki Beachcomber,12474,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Triple sec,Gin,Pineapple juice,,,,,,,,,,,,,3/4 oz ,3/4 oz ,1 tblsp ,,,,,,,,,,,,
White Lady,17194,Ordinary Drink,Alcoholic,Add all ingredients into cocktail shaker filled with ice. Shake well and strain into large cocktail glass.,Gin,Triple Sec,Lemon Juice,,,,,,,,,,,,,4cl,3cl,2cl,,,,,,,,,,,,
